Id,Name,Description,Type,UnitPrice,IncomeAccountRef_value,IncomeAccountRef_name,Active,Taxable
4220,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4221,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4222,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4223,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4224,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4225,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4226,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4227,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4228,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4229,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4230,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4231,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4232,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4233,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4234,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4235,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4236,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4237,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4238,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4239,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4240,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4241,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4242,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4243,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4244,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4245,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4246,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4247,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4248,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4249,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4250,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4251,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4252,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4253,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4254,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4255,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4256,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4257,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4258,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4259,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4260,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4261,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4262,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4263,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4264,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4265,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4266,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4267,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4268,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4269,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4270,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4271,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4272,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4273,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4274,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4275,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4276,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4277,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4278,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4279,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4280,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4281,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4282,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4283,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4284,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
4285,Keyring fob,"Hand-stitched keyring fob, single layer",Service,32.00,1,Etsy Sales — Income,True,True
4286,A5 journal cover — hand-tooled custom,"Full-grain vegtan A5 journal cover, custom embossing",Service,385.00,1,Etsy Sales — Income,True,True
4287,Bifold wallet — hand-stitched,"Bifold wallet, 6 pockets, full-grain vegtan",Service,165.00,1,Etsy Sales — Income,True,True
