id,page_id,parent_block_id,type,text,order,created_time,last_edited_time,has_children,checked
blk_gen_000117,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000118,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000119,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000120,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000121,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000122,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000123,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000124,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000125,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000126,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000127,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000128,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000129,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000130,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000131,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000132,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000133,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000134,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000135,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000136,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000137,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000138,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000139,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000140,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000141,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000142,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000143,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000144,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000145,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000146,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000147,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000148,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000149,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000150,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000151,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000152,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000153,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000154,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000155,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000156,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000157,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000158,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000159,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000160,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000161,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000162,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000163,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000164,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000165,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000166,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000167,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000168,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000169,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000170,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000171,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000172,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000173,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000174,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000175,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000176,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000177,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000178,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000179,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000180,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000181,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000182,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000183,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000184,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000185,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000186,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000187,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000188,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000189,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000190,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000191,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000192,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000193,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000194,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000195,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000196,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000197,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000198,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000199,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000200,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000201,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000202,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000203,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000204,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000205,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000206,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000207,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000208,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000209,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000210,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000211,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000212,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000213,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000214,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000215,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000216,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000217,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000218,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000219,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000220,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000221,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000222,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000223,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000224,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000225,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000226,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000227,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000228,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000229,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000230,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000231,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000232,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000233,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000234,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000235,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000236,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000237,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000238,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000239,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000240,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000241,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000242,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000243,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000244,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
